Nom complet,Pays,Résultat,Sport,Epreuve,Médaille,Position
yosvanys pena flores,CUB,Résultats:1,lutte,greco-romaine-77kg-h,NA,10
alex michel bjurberg kessidis,SWE,Résultats:1,lutte,greco-romaine-77kg-h,NA,11
aik mnatsakanian,BUL,Résultats:1,lutte,greco-romaine-77kg-h,NA,12
lamjed maafi,TUN,Résultats:1,lutte,greco-romaine-77kg-h,NA,13
jalgasbay berdimuratov,UZB,Résultats:0,lutte,greco-romaine-77kg-h,NA,14
alfonso antonio leyva yepez,MEX,Résultats:0,lutte,greco-romaine-77kg-h,NA,15
zied ait ouagram,MAR,Résultats:0,lutte,greco-romaine-77kg-h,NA,Non classé
eilidh mcintyre,GBR,Résultats:38,voile,470-f,Gold,1
hannah mills,GBR,Résultats:38,voile,470-f,Gold,1
agnieszka skrzypulec,POL,Résultats:54,voile,470-f,Silver,2
jolanta ogar,POL,Résultats:54,voile,470-f,Silver,2
aloise retornaz,FRA,Résultats:54,voile,470-f,Bronze,3
camille lecointre,FRA,Résultats:54,voile,470-f,Bronze,3
linda fahrni,SUI,Résultats:64,voile,470-f,NA,4
maja siegenthaler,SUI,Résultats:64,voile,470-f,NA,4
veronika macarol,SLO,Résultats:69,voile,470-f,NA,5
tina mrak,SLO,Résultats:69,voile,470-f,NA,5
luise wanser,GER,Résultats:77,voile,470-f,NA,6
anastasiya winkel,GER,Résultats:77,voile,470-f,NA,6
miho yoshioka,JPN,Résultats:79,voile,470-f,NA,7
ai kondo yoshida,JPN,Résultats:79,voile,470-f,NA,7
shahar tibi,ISR,Résultats:80,voile,470-f,NA,8
noya bar-am,ISR,Résultats:80,voile,470-f,NA,8
ana luiza barbachan,BRA,Résultats:82,voile,470-f,NA,9
fernanda oliveira,BRA,Résultats:82,voile,470-f,NA,9
afrodite zegers,NED,Résultats:91,voile,470-f,NA,10
lobke berkhout,NED,Résultats:91,voile,470-f,NA,10
patricia cantero reina,ESP,Résultats:81,voile,470-f,NA,11
silvia mas depares,ESP,Résultats:81,voile,470-f,NA,11
lara dallman-weiss,USA,Résultats:98,voile,470-f,NA,12
nikole barnes,USA,Résultats:98,voile,470-f,NA,12
bianca caruso,ITA,Résultats:102,voile,470-f,NA,13
elena berta,ITA,Résultats:102,voile,470-f,NA,13
olivia bergstrom,SWE,Résultats:111,voile,470-f,NA,14
lovisa karlsson,SWE,Résultats:111,voile,470-f,NA,14
ariadne paraskevi spanaki,GRE,Résultats:114,voile,470-f,NA,15
emilia tsoulfa,GRE,Résultats:114,voile,470-f,NA,15
nia jerwood,AUS,Résultats:117,voile,470-f,NA,16
monique de vries,AUS,Résultats:117,voile,470-f,NA,16
beste kaynakci,TUR,Résultats:127.1,voile,470-f,NA,17
okyanus arikan,TUR,Résultats:127.1,voile,470-f,NA,17
mengxi wei,CHN,Résultats:129,voile,470-f,NA,18
haiyan gao,CHN,Résultats:129,voile,470-f,NA,18
juni karimah noor jamali,MAS,Résultats:158,voile,470-f,NA,19
nuraisyah jamil,MAS,Résultats:158,voile,470-f,NA,19
maria belen tavella,ARG,Résultats:160,voile,470-f,NA,20
lourdes hartkopf,ARG,Résultats:160,voile,470-f,NA,20
maria machava,MOZ,Résultats:182,voile,470-f,NA,21
denise parruque,MOZ,Résultats:182,voile,470-f,NA,21
chi-lin wang,TPE,Unknown,badminton,double-h,Gold,1
yang lee,TPE,Unknown,badminton,double-h,Gold,1
yu chen liu,CHN,Unknown,badminton,double-h,Silver,2
jun hui li,CHN,Unknown,badminton,double-h,Silver,2
aaron chia,MAS,Unknown,badminton,double-h,Bronze,3
wooi yik soh,MAS,Unknown,badminton,double-h,Bronze,3
hendra setiawan,INA,Unknown,badminton,double-h,NA,4
mohammad ahsan,INA,Unknown,badminton,double-h,NA,4
kim astrup,DEN,Unknown,badminton,double-h,NA,=5
anders skaarup rasmussen,DEN,Unknown,badminton,double-h,NA,=5
hiroyuki endo,JPN,Unknown,badminton,double-h,NA,=5
yuta watanabe,JPN,Unknown,badminton,double-h,NA,=5
kevin sanjaya sukamuljo,INA,Unknown,badminton,double-h,NA,=5
marcus fernaldi gideon,INA,Unknown,badminton,double-h,NA,=5
keigo sonoda,JPN,Unknown,badminton,double-h,NA,=5
takeshi kamura,JPN,Unknown,badminton,double-h,NA,=5
ryan chew,USA,Unknown,badminton,double-h,NA,=9
phillip chew,USA,Unknown,badminton,double-h,NA,=9
solgyu choi,KOR,Unknown,badminton,double-h,NA,=9
seungjae seo,KOR,Unknown,badminton,double-h,NA,=9
nyl yakura,CAN,Unknown,badminton,double-h,NA,=9
jason ho-shue,CAN,Unknown,badminton,double-h,NA,=9
ivan sozonov,ROC,Unknown,badminton,double-h,NA,=9
vladimir ivanov,ROC,Unknown,badminton,double-h,NA,=9
mark lamsfuss,GER,Unknown,badminton,double-h,NA,=9
marvin seidel,GER,Unknown,badminton,double-h,NA,=9
sean vendy,GBR,Unknown,badminton,double-h,NA,=9
ben lane,GBR,Unknown,badminton,double-h,NA,=9
anuoluwapo juwon opeyori,NGR,Unknown,badminton,double-h,NA,=9
godwin olofua,NGR,Unknown,badminton,double-h,NA,=9
chirag shetty,IND,Unknown,badminton,double-h,NA,=9
satwiksairaj rankireddy,IND,Unknown,badminton,double-h,NA,=9
nina christen,SUI,Unknown,tir,50m-carabine-3-positions-femme,Gold,1
yulia zykova,ROC,Unknown,tir,50m-carabine-3-positions-femme,Silver,2
yulia karimova,ROC,Unknown,tir,50m-carabine-3-positions-femme,Bronze,3
jeanette hegg duestad,NOR,Unknown,tir,50m-carabine-3-positions-femme,NA,4
sagen maddalena,USA,Unknown,tir,50m-carabine-3-positions-femme,NA,5
jolyn beer,GER,Unknown,tir,50m-carabine-3-positions-femme,NA,6
ziva dvorsak,SLO,Unknown,tir,50m-carabine-3-positions-femme,NA,7
andrea arsovic,SRB,Unknown,tir,50m-carabine-3-positions-femme,NA,8
mengyao shi,CHN,Unknown,tir,50m-carabine-3-positions-femme,NA,9
snjezana pejcic,CRO,Unknown,tir,50m-carabine-3-positions-femme,NA,10
shiori hirata,JPN,Unknown,tir,50m-carabine-3-positions-femme,NA,11
jenny stene,NOR,Unknown,tir,50m-carabine-3-positions-femme,NA,12
mary carolynn tucker,USA,Unknown,tir,50m-carabine-3-positions-femme,NA,13
seonaid mcintosh,GBR,Unknown,tir,50m-carabine-3-positions-femme,NA,14
anjum moudgil,IND,Unknown,tir,50m-carabine-3-positions-femme,NA,15
aneta stankiewicz,POL,Unknown,tir,50m-carabine-3-positions-femme,NA,16
maria martynova,BLR,Unknown,tir,50m-carabine-3-positions-femme,NA,17
najmeh khedmati,IRI,Unknown,tir,50m-carabine-3-positions-femme,NA,18
dongqi chen,CHN,Unknown,tir,50m-carabine-3-positions-femme,NA,19
sanghee bae,KOR,Unknown,tir,50m-carabine-3-positions-femme,NA,20
sofia ceccarello,ITA,Unknown,tir,50m-carabine-3-positions-femme,NA,21
fatemeh karamzadeh,IRI,Unknown,tir,50m-carabine-3-positions-femme,NA,22
eglys cruz,CUB,Unknown,tir,50m-carabine-3-positions-femme,NA,23
nikola mazurova,CZE,Unknown,tir,50m-carabine-3-positions-femme,NA,24
sanja vukasinovic,SRB,Unknown,tir,50m-carabine-3-positions-femme,NA,25
eszter meszaros,HUN,Unknown,tir,50m-carabine-3-positions-femme,NA,26
yesugen oyunbat,MGL,Unknown,tir,50m-carabine-3-positions-femme,NA,27
yarimar mercado martinez,PUR,Unknown,tir,50m-carabine-3-positions-femme,NA,28
rikke maeng ibsen,DEN,Unknown,tir,50m-carabine-3-positions-femme,NA,29
mukhtasar tokhirova,UZB,Unknown,tir,50m-carabine-3-positions-femme,NA,30
oceanne muller,FRA,Unknown,tir,50m-carabine-3-positions-femme,NA,31
eunyoung cho,KOR,Unknown,tir,50m-carabine-3-positions-femme,NA,32
tejaswini sawant,IND,Unknown,tir,50m-carabine-3-positions-femme,NA,33
nur suryani mohamed taibi,MAS,Unknown,tir,50m-carabine-3-positions-femme,NA,34
alzahraa shaban,EGY,Unknown,tir,50m-carabine-3-positions-femme,NA,35
katarina rose kowplos,AUS,Unknown,tir,50m-carabine-3-positions-femme,NA,36
vidya rafika rahmatan toyyiba,INA,Unknown,tir,50m-carabine-3-positions-femme,NA,37
yui ohashi,JPN,Résultats:4:32.08,natation,400m-4-nages-individuel-f,Gold,1
emma weyant,USA,Résultats:4:32.76,natation,400m-4-nages-individuel-f,Silver,2
hali flickinger,USA,Résultats:4:34.90,natation,400m-4-nages-individuel-f,Bronze,3
mireia belmonte,ESP,Résultats:4:35.13,natation,400m-4-nages-individuel-f,NA,4
katinka hosszu,HUN,Résultats:4:35.98,natation,400m-4-nages-individuel-f,NA,5
viktoria mihalyvari-farkas,HUN,Résultats:4:37.75,natation,400m-4-nages-individuel-f,NA,6
aimee willmott,GBR,Résultats:4:38.30,natation,400m-4-nages-individuel-f,NA,7
ilaria cusinato,ITA,Résultats:4:40.65,natation,400m-4-nages-individuel-f,NA,8
je deok kim,KOR,Unknown,tir-a-l-arc,equipe-mixte,Gold,1
san an,KOR,Unknown,tir-a-l-arc,equipe-mixte,Gold,1
gabriela bayardo,NED,Unknown,tir-a-l-arc,equipe-mixte,Silver,2
steve wijler,NED,Unknown,tir-a-l-arc,equipe-mixte,Silver,2
alejandra valencia,MEX,Unknown,tir-a-l-arc,equipe-mixte,Bronze,3
luis alvarez,MEX,Unknown,tir-a-l-arc,equipe-mixte,Bronze,3
mete gazoz,TUR,Unknown,tir-a-l-arc,equipe-mixte,NA,4
yasemin anagoz,TUR,Unknown,tir-a-l-arc,equipe-mixte,NA,4
jean-charles valladont,FRA,Unknown,tir-a-l-arc,equipe-mixte,NA,5
lisa barbelin,FRA,Unknown,tir-a-l-arc,equipe-mixte,NA,5
pravin jadhav,IND,Unknown,tir-a-l-arc,equipe-mixte,NA,6
deepika kumari,IND,Unknown,tir-a-l-arc,equipe-mixte,NA,6
riau ega agatha,INA,Unknown,tir-a-l-arc,equipe-mixte,NA,7
diananda choirunisa,INA,Unknown,tir-a-l-arc,equipe-mixte,NA,7
sarah bettles,GBR,Unknown,tir-a-l-arc,equipe-mixte,NA,8
patrick huston,GBR,Unknown,tir-a-l-arc,equipe-mixte,NA,8
diya siddique,BAN,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
md ruman shana,BAN,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
dapeng wang,CHN,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
jiaxin wu,CHN,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
michelle kroppen,GER,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
florian unruh,GER,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
mauro nespoli,ITA,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
chiara rebagliati,ITA,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
azusa yamauchi,JPN,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
hiroki muto,JPN,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
galsan bazarzhapov,ROC,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
ksenia perova,ROC,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
chih-chun tang,TPE,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
chia-en lin,TPE,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
mackenzie brown,USA,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
brady ellison,USA,Unknown,tir-a-l-arc,equipe-mixte,NA,=9
stephanie barrett,CAN,Unknown,tir-a-l-arc,equipe-mixte,NA,17
crispin duenas,CAN,Unknown,tir-a-l-arc,equipe-mixte,NA,17
oleksii hunbin,UKR,Unknown,tir-a-l-arc,equipe-mixte,NA,18
veronika marchenko,UKR,Unknown,tir-a-l-arc,equipe-mixte,NA,18
khairul anuar mohamad,MAS,Unknown,tir-a-l-arc,equipe-mixte,NA,19
syaqiera mashayikh,MAS,Unknown,tir-a-l-arc,equipe-mixte,NA,19
marcus dalmeida,BRA,Unknown,tir-a-l-arc,equipe-mixte,NA,20
marina canetta,BRA,Unknown,tir-a-l-arc,equipe-mixte,NA,20
daniel castro,ESP,Unknown,tir-a-l-arc,equipe-mixte,NA,21
ines de velasco,ESP,Unknown,tir-a-l-arc,equipe-mixte,NA,21
alexandra mirca,MDA,Unknown,tir-a-l-arc,equipe-mixte,NA,22
dan olaru,MDA,Unknown,tir-a-l-arc,equipe-mixte,NA,22
nguyet do thi anh,VIE,Unknown,tir-a-l-arc,equipe-mixte,NA,23
hoang phi vu nguyen,VIE,Unknown,tir-a-l-arc,equipe-mixte,NA,23
