Nom complet,Pays,Résultat,Sport,Epreuve,Médaille,Position
Alexander Hill,  Australie,5:42.76,aviron,quatre-de-couple-h,Gold,Unknown
Spencer Turrin,  Australie,5:42.76,aviron,quatre-de-couple-h,Gold,Unknown
Cosmin Pascari,Roumanie,5:43.13,aviron,quatre-de-couple-h,Silver,Unknown
Stefan Berariu,Roumanie,5:43.13,aviron,quatre-de-couple-h,Silver,Unknown
Mugurel Vasile Semciuc,Roumanie,5:43.13,aviron,quatre-de-couple-h,Silver,Unknown
Mihaita Tiganescu,Roumanie,5:43.13,aviron,quatre-de-couple-h,Silver,Unknown
Bruno Rosetti, Italie,5:43.60,aviron,quatre-de-couple-h,Bronze,Unknown
Marco Di Costanzo, Italie,5:43.60,aviron,quatre-de-couple-h,Bronze,Unknown
Giuseppe Vicino, Italie,5:43.60,aviron,quatre-de-couple-h,Bronze,Unknown
Matteo Castaldo, Italie,5:43.60,aviron,quatre-de-couple-h,Bronze,Unknown
Matteo Lodo, Italie,5:43.60,aviron,quatre-de-couple-h,Bronze,Unknown
Oliver Cook,Grande-Bretagne,5:45.78,aviron,quatre-de-couple-h,NA,Unknown
Sholto Carnegie,Grande-Bretagne,5:45.78,aviron,quatre-de-couple-h,NA,Unknown
Matthew Rossiter,Grande-Bretagne,5:45.78,aviron,quatre-de-couple-h,NA,Unknown
Rory Gibbs,Grande-Bretagne,5:45.78,aviron,quatre-de-couple-h,NA,Unknown
Michael Grady,États-Unis,5:48.85,aviron,quatre-de-couple-h,NA,Unknown
Anders Weiss,États-Unis,5:48.85,aviron,quatre-de-couple-h,NA,Unknown
Andrew Reed,États-Unis,5:48.85,aviron,quatre-de-couple-h,NA,Unknown
Clark Dean,États-Unis,5:48.85,aviron,quatre-de-couple-h,NA,Unknown
Jan Van Der Bij,Pays-Bas,5:50.81,aviron,quatre-de-couple-h,NA,Unknown
Nelson Ritsema,Pays-Bas,5:50.81,aviron,quatre-de-couple-h,NA,Unknown
Sander De Graaf,Pays-Bas,5:50.81,aviron,quatre-de-couple-h,NA,Unknown
Boudewijn Roell,Pays-Bas,5:50.81,aviron,quatre-de-couple-h,NA,Unknown
Marcin Brzezinski,Pologne,,aviron,quatre-de-couple-h,NA,Unknown
Mikolaj Burda,Pologne,,aviron,quatre-de-couple-h,NA,Unknown
Michal Szpakowski,Pologne,,aviron,quatre-de-couple-h,NA,Unknown
Mateusz Wilangowski,Pologne,,aviron,quatre-de-couple-h,NA,Unknown
Jakub Buczek,Canada,,aviron,quatre-de-couple-h,NA,Unknown
Luke Gadsdon,Canada,,aviron,quatre-de-couple-h,NA,Unknown
Gavin Stone,Canada,,aviron,quatre-de-couple-h,NA,Unknown
Will Crothers,Canada,,aviron,quatre-de-couple-h,NA,Unknown
Andrin Gulich,Suisse,,aviron,quatre-de-couple-h,NA,Unknown
Joel Schuerch,Suisse,,aviron,quatre-de-couple-h,NA,Unknown
Markus Kessler,Suisse,,aviron,quatre-de-couple-h,NA,Unknown
Paul Jacquot,Suisse,,aviron,quatre-de-couple-h,NA,Unknown
Kyle Schoonbee,Afrique du Sud,,aviron,quatre-de-couple-h,NA,Unknown
Sandro Torrente,Afrique du Sud,,aviron,quatre-de-couple-h,NA,Unknown
John Smith,Afrique du Sud,,aviron,quatre-de-couple-h,NA,Unknown
Lawrence Brittain,Afrique du Sud,,aviron,quatre-de-couple-h,NA,Unknown
Koen Metsemakers,Pays-Bas,5:32.03,aviron,quatre-sans-barreur-h,Gold,Unknown
Dirk Uittenbogaard,Pays-Bas,5:32.03,aviron,quatre-sans-barreur-h,Gold,Unknown
Tone Wieten,Pays-Bas,5:32.03,aviron,quatre-sans-barreur-h,Gold,Unknown
Abe Wiersma,Pays-Bas,5:32.03,aviron,quatre-sans-barreur-h,Gold,Unknown
Jack Beaumont,Grande-Bretagne,5:33.75,aviron,quatre-sans-barreur-h,Silver,Unknown
Harry Leask,Grande-Bretagne,5:33.75,aviron,quatre-sans-barreur-h,Silver,Unknown
Angus Groom,Grande-Bretagne,5:33.75,aviron,quatre-sans-barreur-h,Silver,Unknown
Thomas Barras,Grande-Bretagne,5:33.75,aviron,quatre-sans-barreur-h,Silver,Unknown
Luke Letcher,  Australie,5:33.97,aviron,quatre-sans-barreur-h,Bronze,Unknown
Jack Cleary,  Australie,5:33.97,aviron,quatre-sans-barreur-h,Bronze,Unknown
Caleb Antill,  Australie,5:33.97,aviron,quatre-sans-barreur-h,Bronze,Unknown
Cameron Girdlestone,  Australie,5:33.97,aviron,quatre-sans-barreur-h,Bronze,Unknown
Wiktor Chabel,Pologne,5:34.27,aviron,quatre-sans-barreur-h,NA,Unknown
Szymon Posnik,Pologne,5:34.27,aviron,quatre-sans-barreur-h,NA,Unknown
Dominik Czaja,Pologne,5:34.27,aviron,quatre-sans-barreur-h,NA,Unknown
Fabian Baranski,Pologne,5:34.27,aviron,quatre-sans-barreur-h,NA,Unknown
Simone Venier, Italie,5:37.29,aviron,quatre-sans-barreur-h,NA,Unknown
Andrea Panizza, Italie,5:37.29,aviron,quatre-sans-barreur-h,NA,Unknown
Luca Rambaldi, Italie,5:37.29,aviron,quatre-sans-barreur-h,NA,Unknown
Giacomo Gentili, Italie,5:37.29,aviron,quatre-sans-barreur-h,NA,Unknown
Tonu Endrekson, Estonie,5:38.58,aviron,quatre-sans-barreur-h,NA,Unknown
Juri-Mikk Udam, Estonie,5:38.58,aviron,quatre-sans-barreur-h,NA,Unknown
Kaspar Taimsoo, Estonie,5:38.58,aviron,quatre-sans-barreur-h,NA,Unknown
Allar Raja, Estonie,5:38.58,aviron,quatre-sans-barreur-h,NA,Unknown
Dang Liu,Chine,,aviron,quatre-sans-barreur-h,NA,Unknown
Ha Zang,Chine,,aviron,quatre-sans-barreur-h,NA,Unknown
Xudi Yi,Chine,,aviron,quatre-sans-barreur-h,NA,Unknown
Quan Zhang,Chine,,aviron,quatre-sans-barreur-h,NA,Unknown
Tim Ole Naske,Allemagne,,aviron,quatre-sans-barreur-h,NA,Unknown
Max Appel,Allemagne,,aviron,quatre-sans-barreur-h,NA,Unknown
Karl Schulze,Allemagne,,aviron,quatre-sans-barreur-h,NA,Unknown
Hans Gruhne,Allemagne,,aviron,quatre-sans-barreur-h,NA,Unknown
Olaf Tufte,Norvège,,aviron,quatre-sans-barreur-h,NA,Unknown
Erik Andre Solbakken,Norvège,,aviron,quatre-sans-barreur-h,NA,Unknown
Martin Helseth,Norvège,,aviron,quatre-sans-barreur-h,NA,Unknown
Jan Oscar Stabe Helvig,Norvège,,aviron,quatre-sans-barreur-h,NA,Unknown
Martynas Dziaugys, Lituanie,,aviron,quatre-sans-barreur-h,NA,Unknown
Dominykas Jancionis, Lituanie,,aviron,quatre-sans-barreur-h,NA,Unknown
Armandas Kelmelis, Lituanie,,aviron,quatre-sans-barreur-h,NA,Unknown
Dovydas Nemeravicius, Lituanie,,aviron,quatre-sans-barreur-h,NA,Unknown
Yingsha Sun,Chine,,tennis-de-table,equipe-f,Gold,Unknown
Manyu Wang,Chine,,tennis-de-table,equipe-f,Gold,Unknown
Meng Chen,Chine,,tennis-de-table,equipe-f,Gold,Unknown
Mima Ito,Japon,,tennis-de-table,equipe-f,Silver,Unknown
Kasumi Ishikawa,Japon,,tennis-de-table,equipe-f,Silver,Unknown
Hoi Kem Doo,Hong Kong,,tennis-de-table,equipe-f,Bronze,Unknown
Wai Yam Minnie Soo,Hong Kong,,tennis-de-table,equipe-f,Bronze,Unknown
Ho Ching Lee,Hong Kong,,tennis-de-table,equipe-f,Bronze,Unknown
Ying Han,Allemagne,,tennis-de-table,equipe-f,NA,Unknown
Xiaona Shan,Allemagne,,tennis-de-table,equipe-f,NA,Unknown
Petrissa Solja,Allemagne,,tennis-de-table,equipe-f,NA,Unknown
Jihee Jeon,Corée du Sud,,tennis-de-table,equipe-f,NA,Unknown
Yubin Shin,Corée du Sud,,tennis-de-table,equipe-f,NA,Unknown
Hyojoo Choi,Corée du Sud,,tennis-de-table,equipe-f,NA,Unknown
Bernadette Szocs,Roumanie,,tennis-de-table,equipe-f,NA,Unknown
Daniela Monteiro Dodean,Roumanie,,tennis-de-table,equipe-f,NA,Unknown
Elizabeta Samara,Roumanie,,tennis-de-table,equipe-f,NA,Unknown
Tianwei Feng,Singapour,,tennis-de-table,equipe-f,NA,Unknown
Mengyu Yu,Singapour,,tennis-de-table,equipe-f,NA,Unknown
Ye Lin,Singapour,,tennis-de-table,equipe-f,NA,Unknown
Szu-Yu Chen,Chinese Taipei,,tennis-de-table,equipe-f,NA,Unknown
Hsien Tzu Cheng,Chinese Taipei,,tennis-de-table,equipe-f,NA,Unknown
I-Ching Cheng,Chinese Taipei,,tennis-de-table,equipe-f,NA,Unknown
Jian Fang Lay,  Australie,,tennis-de-table,equipe-f,NA,Unknown
Michelle Bromley,  Australie,,tennis-de-table,equipe-f,NA,Unknown
Melissa Tapper,  Australie,,tennis-de-table,equipe-f,NA,Unknown
Sofia Polcanova,Autriche,,tennis-de-table,equipe-f,NA,Unknown
Yuan Liu,Autriche,,tennis-de-table,equipe-f,NA,Unknown
Jessica Yamada,Brésil,,tennis-de-table,equipe-f,NA,Unknown
Bruna Takahashi,Brésil,,tennis-de-table,equipe-f,NA,Unknown
Caroline Kumahara,Brésil,,tennis-de-table,equipe-f,NA,Unknown
Dina Meshref,Égypte,,tennis-de-table,equipe-f,NA,Unknown
Yousra Helmy,Égypte,,tennis-de-table,equipe-f,NA,Unknown
Farah Abdel-Aziz,Égypte,,tennis-de-table,equipe-f,NA,Unknown
Stephanie Loeuillette,France,,tennis-de-table,equipe-f,NA,Unknown
Prithika Pavade,France,,tennis-de-table,equipe-f,NA,Unknown
Jia Nan Yuan,France,,tennis-de-table,equipe-f,NA,Unknown
Maria Fazekas,Hongrie,,tennis-de-table,equipe-f,NA,Unknown
Dora Madarasz,Hongrie,,tennis-de-table,equipe-f,NA,Unknown
Szandra Pergel,Hongrie,,tennis-de-table,equipe-f,NA,Unknown
Qian Li,Pologne,,tennis-de-table,equipe-f,NA,Unknown
Natalia Partyka,Pologne,,tennis-de-table,equipe-f,NA,Unknown
Natalia Olimpia Bajor,Pologne,,tennis-de-table,equipe-f,NA,Unknown
Juan Liu,États-Unis,,tennis-de-table,equipe-f,NA,Unknown
Lily Zhang,États-Unis,,tennis-de-table,equipe-f,NA,Unknown
Huijing Wang,États-Unis,,tennis-de-table,equipe-f,NA,Unknown
Malgorzata Holub,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Karol Zalewski,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Justyna Swiety,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Kajetan Duszynski,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Dariusz Kowaluk,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Iga Baumgart,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Natalia Kaczmarek,Pologne,3:09.87,athletisme,relais-mixte-4x400m,Gold,Unknown
Anabel Medina Ventura, République dominicaine,3:10.21,athletisme,relais-mixte-4x400m,Silver,Unknown
Alexander Ogando, République dominicaine,3:10.21,athletisme,relais-mixte-4x400m,Silver,Unknown
Marileidy Paulino, République dominicaine,3:10.21,athletisme,relais-mixte-4x400m,Silver,Unknown
Luguelin Santos, République dominicaine,3:10.21,athletisme,relais-mixte-4x400m,Silver,Unknown
Lidio Andres Feliz, République dominicaine,3:10.21,athletisme,relais-mixte-4x400m,Silver,Unknown
Lynna Irby,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Kaylin Whitney,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Vernon Norwood,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Bryce Deadmon,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Taylor Manson,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Kendall Ellis,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Elija Godwin,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Trevor Stewart,États-Unis,3:10.22,athletisme,relais-mixte-4x400m,Bronze,Unknown
Jochem Dobber,Pays-Bas,3:10.36,athletisme,relais-mixte-4x400m,NA,Unknown
Lieke Klaver,Pays-Bas,3:10.36,athletisme,relais-mixte-4x400m,NA,Unknown
Lisanne De Witte,Pays-Bas,3:10.36,athletisme,relais-mixte-4x400m,NA,Unknown
Ramsey Angela,Pays-Bas,3:10.36,athletisme,relais-mixte-4x400m,NA,Unknown
Liemarvin Bonevacia,Pays-Bas,3:10.36,athletisme,relais-mixte-4x400m,NA,Unknown
Femke Bol,Pays-Bas,3:10.36,athletisme,relais-mixte-4x400m,NA,Unknown
Camille Laus,Belgique,3:11.51,athletisme,relais-mixte-4x400m,NA,Unknown
Kevin Borlee,Belgique,3:11.51,athletisme,relais-mixte-4x400m,NA,Unknown
Imke Vervaet,Belgique,3:11.51,athletisme,relais-mixte-4x400m,NA,Unknown
Jonathan Borlee,Belgique,3:11.51,athletisme,relais-mixte-4x400m,NA,Unknown
Dylan Borlee,Belgique,3:11.51,athletisme,relais-mixte-4x400m,NA,Unknown
Alexander Doom,Belgique,3:11.51,athletisme,relais-mixte-4x400m,NA,Unknown
Nicole Yeargin,Grande-Bretagne,3:12.07,athletisme,relais-mixte-4x400m,NA,Unknown
Nicklas Baker,Grande-Bretagne,3:12.07,athletisme,relais-mixte-4x400m,NA,Unknown
Emily Diamond,Grande-Bretagne,3:12.07,athletisme,relais-mixte-4x400m,NA,Unknown
Cameron Chalmers,Grande-Bretagne,3:12.07,athletisme,relais-mixte-4x400m,NA,Unknown
Zoey Clark,Grande-Bretagne,3:12.07,athletisme,relais-mixte-4x400m,NA,Unknown
Lee Thompson,Grande-Bretagne,3:12.07,athletisme,relais-mixte-4x400m,NA,Unknown
Junelle Bromfield,Jamaïque,3:14.95,athletisme,relais-mixte-4x400m,NA,Unknown
Tovea Jenkins,Jamaïque,3:14.95,athletisme,relais-mixte-4x400m,NA,Unknown
Stacey Ann Williams,Jamaïque,3:14.95,athletisme,relais-mixte-4x400m,NA,Unknown
Karayme Bartley,Jamaïque,3:14.95,athletisme,relais-mixte-4x400m,NA,Unknown
Sean Bailey,Jamaïque,3:14.95,athletisme,relais-mixte-4x400m,NA,Unknown
Phil Healy,Irlande,3:15.04,athletisme,relais-mixte-4x400m,NA,Unknown
Sophie Becker,Irlande,3:15.04,athletisme,relais-mixte-4x400m,NA,Unknown
Cillin Greene,Irlande,3:15.04,athletisme,relais-mixte-4x400m,NA,Unknown
Christopher O'Donnell,Irlande,3:15.04,athletisme,relais-mixte-4x400m,NA,Unknown
Ruth Sophia Spelmeyer,Allemagne,Disqualifié,athletisme,relais-mixte-4x400m,NA,Unknown
Marvin Schlegel,Allemagne,Disqualifié,athletisme,relais-mixte-4x400m,NA,Unknown
Corinna Schwab,Allemagne,Disqualifié,athletisme,relais-mixte-4x400m,NA,Unknown
Manuel Sanders,Allemagne,Disqualifié,athletisme,relais-mixte-4x400m,NA,Unknown
Nadine Gonska,Allemagne,Disqualifié,athletisme,relais-mixte-4x400m,NA,Unknown
Jessica Von Bredow-Werndl,Allemagne,81.056,equitation,dressage-individuel,Gold,Unknown
Isabell Werth,Allemagne,78.649,equitation,dressage-individuel,Silver,Unknown
Charlotte Dujardin,Grande-Bretagne,72.096,equitation,dressage-individuel,Bronze,Unknown
Cathrine Dufour, Danemark,70.311,equitation,dressage-individuel,NA,Unknown
Sabine Schut-Kery,États-Unis,69.457,equitation,dressage-individuel,NA,Unknown
Edward Gal,Pays-Bas,68.540,equitation,dressage-individuel,NA,Unknown
Carina Cassoe Kruth, Danemark,68.059,equitation,dressage-individuel,NA,Unknown
Carl Hester,Grande-Bretagne,66.941,equitation,dressage-individuel,NA,Unknown
Juliette Ramel,Suède,65.435,equitation,dressage-individuel,NA,Unknown
Steffen Peters,États-Unis,WD,equitation,dressage-individuel,NA,Unknown
Nanna Skodborg Merrald, Danemark,,equitation,dressage-individuel,NA,Unknown
Hans Peter Minderhoud,Pays-Bas,,equitation,dressage-individuel,NA,Unknown
Charlotte Fry,Grande-Bretagne,,equitation,dressage-individuel,NA,Unknown
Therese Nilshagen,Suède,,equitation,dressage-individuel,NA,Unknown
Dorothee Schneider,Allemagne,,equitation,dressage-individuel,NA,Unknown
Rodrigo Torres,Portugal,,equitation,dressage-individuel,NA,Unknown
Beatriz Ferrer, Espagne,,equitation,dressage-individuel,NA,Unknown
Brittany Fraser-Beaulieu,Canada,,equitation,dressage-individuel,NA,Unknown
Adrienne Lyle,États-Unis,,equitation,dressage-individuel,NA,Unknown
Marlies Van Baalen,Pays-Bas,,equitation,dressage-individuel,NA,Unknown
Christian Schumach,Autriche,,equitation,dressage-individuel,NA,Unknown
Yvonne Losos De Muniz, République dominicaine,,equitation,dressage-individuel,NA,Unknown
Laurence Roos,Belgique,,equitation,dressage-individuel,NA,Unknown
Morgan Barbancon Mestre,France,,equitation,dressage-individuel,NA,Unknown
Nicolas Wagner Ehlinger,Luxembourg,,equitation,dressage-individuel,NA,Unknown
Joao Victor Marcari Oliva,Brésil,,equitation,dressage-individuel,NA,Unknown
Maria Caetano,Portugal,,equitation,dressage-individuel,NA,Unknown
Domien Michiels,Belgique,,equitation,dressage-individuel,NA,Unknown
Joao Miguel Torrao,Portugal,,equitation,dressage-individuel,NA,Unknown
Florian Bacher,Autriche,,equitation,dressage-individuel,NA,Unknown
Inessa Merkulova,Comité olympique russe,,equitation,dressage-individuel,NA,Unknown
Jose Antonio Garcia Mena, Espagne,,equitation,dressage-individuel,NA,Unknown
Maxime Collard,France,,equitation,dressage-individuel,NA,Unknown
Alexandre Ayache,France,,equitation,dressage-individuel,NA,Unknown
Antonia Ramel,Suède,,equitation,dressage-individuel,NA,Unknown
Simone Pearce,  Australie,,equitation,dressage-individuel,NA,Unknown
Heike Holstein,Irlande,,equitation,dressage-individuel,NA,Unknown
Severo Jesus Jurado Lopez, Espagne,,equitation,dressage-individuel,NA,Unknown
Chris Von Martels,Canada,,equitation,dressage-individuel,NA,Unknown
Mary Hanna,  Australie,,equitation,dressage-individuel,NA,Unknown
Estelle Wettstein,Suisse,,equitation,dressage-individuel,NA,Unknown
Larissa Pauluis,Belgique,,equitation,dressage-individuel,NA,Unknown
Francesco Zaza, Italie,,equitation,dressage-individuel,NA,Unknown
Yessin Rahmouni,Comité olympique russe,,equitation,dressage-individuel,NA,Unknown
Hiroyuki Kitahara,Japon,,equitation,dressage-individuel,NA,Unknown
Virginia Yarur,Chili,,equitation,dressage-individuel,NA,Unknown
Inna Logutenkova,Ukraine,,equitation,dressage-individuel,NA,Unknown
Shingo Hayashi,Japon,,equitation,dressage-individuel,NA,Unknown
Dina Ellermann, Estonie,,equitation,dressage-individuel,NA,Unknown
Lindsay Kellock,Canada,,equitation,dressage-individuel,NA,Unknown
Martha Fernanda Del Valle Quirarte,Mexique,,equitation,dressage-individuel,NA,Unknown
Henri Ruoste, Finlande,,equitation,dressage-individuel,NA,Unknown
Aleksandra Maksakova,Comité olympique russe,,equitation,dressage-individuel,NA,Unknown
Tatyana Kosterina,Comité olympique russe,,equitation,dressage-individuel,NA,Unknown
Dongseon Kim,Corée du Sud,,equitation,dressage-individuel,NA,Unknown
Kazuki Sado,Japon,,equitation,dressage-individuel,NA,Unknown
Kelly Layne,  Australie,,equitation,dressage-individuel,NA,Unknown
Pei Jia Caroline Chew,Singapour,,equitation,dressage-individuel,NA,Unknown
Victoria Max-Theurer,Autriche,,equitation,dressage-individuel,NA,Unknown
Jeffrey Hoogland,Pays-Bas,41.369,cyclisme-sur-piste,sprint-equipe-h,Gold,Unknown
Harrie Lavreysen,Pays-Bas,41.369,cyclisme-sur-piste,sprint-equipe-h,Gold,Unknown
Matthijs Buchli,Pays-Bas,41.369,cyclisme-sur-piste,sprint-equipe-h,Gold,Unknown
Roy Van Den Berg,Pays-Bas,41.369,cyclisme-sur-piste,sprint-equipe-h,Gold,Unknown
Jack Carlin,Grande-Bretagne,44.589,cyclisme-sur-piste,sprint-equipe-h,Silver,Unknown
Ryan Owens,Grande-Bretagne,44.589,cyclisme-sur-piste,sprint-equipe-h,Silver,Unknown
Jason Kenny,Grande-Bretagne,44.589,cyclisme-sur-piste,sprint-equipe-h,Silver,Unknown
Sebastien Vigier,France,,cyclisme-sur-piste,sprint-equipe-h,Bronze,Unknown
Rayan Helal,France,,cyclisme-sur-piste,sprint-equipe-h,Bronze,Unknown
Florian Grengbo,France,,cyclisme-sur-piste,sprint-equipe-h,Bronze,Unknown
Nathan Hart,  Australie,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Matthew Richardson,  Australie,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Matthew Glaetzer,  Australie,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Stefan Boetticher,Allemagne,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Timo Bichler,Allemagne,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Maximilian Levy,Allemagne,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Denis Dmitriev,Comité olympique russe,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Ivan Gladyshev,Comité olympique russe,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Pavel Yakushevskiy,Comité olympique russe,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Ethan Mitchell,Nouvelle-Zélande,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Callum Saunders,Nouvelle-Zélande,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Sam Dakin,Nouvelle-Zélande,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Sam Webster,Nouvelle-Zélande,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Patryk Rajkowski,Pologne,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Krzysztof Maksel,Pologne,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Mateusz Rudyk,Pologne,,cyclisme-sur-piste,sprint-equipe-h,NA,Unknown
Brooks Curry,États-Unis,3:08.97,natation,relais-4x100m-nage-libre-h,Gold,Unknown
Caeleb Dressel,États-Unis,3:08.97,natation,relais-4x100m-nage-libre-h,Gold,Unknown
Bowen Becker,États-Unis,3:08.97,natation,relais-4x100m-nage-libre-h,Gold,Unknown
Zach Apple,États-Unis,3:08.97,natation,relais-4x100m-nage-libre-h,Gold,Unknown
Blake Pieroni,États-Unis,3:08.97,natation,relais-4x100m-nage-libre-h,Gold,Unknown
Manuel Frigo, Italie,3:10.11,natation,relais-4x100m-nage-libre-h,Silver,Unknown
Santo Condorelli, Italie,3:10.11,natation,relais-4x100m-nage-libre-h,Silver,Unknown
Lorenzo Zazzeri, Italie,3:10.11,natation,relais-4x100m-nage-libre-h,Silver,Unknown
Alessandro Miressi, Italie,3:10.11,natation,relais-4x100m-nage-libre-h,Silver,Unknown
Thomas Ceccon, Italie,3:10.11,natation,relais-4x100m-nage-libre-h,Silver,Unknown
Zac Incerti,  Australie,3:10.22,natation,relais-4x100m-nage-libre-h,Bronze,Unknown
Cameron Mcevoy,  Australie,3:10.22,natation,relais-4x100m-nage-libre-h,Bronze,Unknown
Alexander Graham,  Australie,3:10.22,natation,relais-4x100m-nage-libre-h,Bronze,Unknown
Matthew Temple,  Australie,3:10.22,natation,relais-4x100m-nage-libre-h,Bronze,Unknown
Kyle Chalmers,  Australie,3:10.22,natation,relais-4x100m-nage-libre-h,Bronze,Unknown
Yuri Kisil,Canada,3:10.82,natation,relais-4x100m-nage-libre-h,NA,Unknown
Markus Thormeyer,Canada,3:10.82,natation,relais-4x100m-nage-libre-h,NA,Unknown
Ruslan Gaziev,Canada,3:10.82,natation,relais-4x100m-nage-libre-h,NA,Unknown
Brent Hayden,Canada,3:10.82,natation,relais-4x100m-nage-libre-h,NA,Unknown
Joshua Liendo Edwards,Canada,3:10.82,natation,relais-4x100m-nage-libre-h,NA,Unknown
Szebasztian Szabo,Hongrie,3:11.06,natation,relais-4x100m-nage-libre-h,NA,Unknown
Richard Bohus,Hongrie,3:11.06,natation,relais-4x100m-nage-libre-h,NA,Unknown
Kristof Kristof Milak,Hongrie,3:11.06,natation,relais-4x100m-nage-libre-h,NA,Unknown
Nandor Nemeth,Hongrie,3:11.06,natation,relais-4x100m-nage-libre-h,NA,Unknown
Florent Manaudou,France,3:11.09,natation,relais-4x100m-nage-libre-h,NA,Unknown
Charles Rihoux,France,3:11.09,natation,relais-4x100m-nage-libre-h,NA,Unknown
Mehdy Metella,France,3:11.09,natation,relais-4x100m-nage-libre-h,NA,Unknown
Clement Mignon,France,3:11.09,natation,relais-4x100m-nage-libre-h,NA,Unknown
Maxime Grousset,France,3:11.09,natation,relais-4x100m-nage-libre-h,NA,Unknown
Andrei Minakov,Comité olympique russe,3:12.20,natation,relais-4x100m-nage-libre-h,NA,Unknown
Kliment Kolesnikov,Comité olympique russe,3:12.20,natation,relais-4x100m-nage-libre-h,NA,Unknown
Aleksandr Shchegolev,Comité olympique russe,3:12.20,natation,relais-4x100m-nage-libre-h,NA,Unknown
Vladimir Morozov,Comité olympique russe,3:12.20,natation,relais-4x100m-nage-libre-h,NA,Unknown
Vladislav Grinev,Comité olympique russe,3:12.20,natation,relais-4x100m-nage-libre-h,NA,Unknown
Pedro Spajari,Brésil,3:13.41,natation,relais-4x100m-nage-libre-h,NA,Unknown
Breno Correia,Brésil,3:13.41,natation,relais-4x100m-nage-libre-h,NA,Unknown
Marcelo Chierighini,Brésil,3:13.41,natation,relais-4x100m-nage-libre-h,NA,Unknown
Gabriel Da Silva Santos,Brésil,3:13.41,natation,relais-4x100m-nage-libre-h,NA,Unknown
Francesco Lamon, Italie,3:42.032,cyclisme-sur-piste,poursuite-equipe-h,Gold,Unknown
Filippo Ganna, Italie,3:42.032,cyclisme-sur-piste,poursuite-equipe-h,Gold,Unknown
Simone Consonni, Italie,3:42.032,cyclisme-sur-piste,poursuite-equipe-h,Gold,Unknown
Jonathan Milan, Italie,3:42.032,cyclisme-sur-piste,poursuite-equipe-h,Gold,Unknown
Frederik Madsen, Danemark,3:42.198,cyclisme-sur-piste,poursuite-equipe-h,Silver,Unknown
Lasse Norman Hansen, Danemark,3:42.198,cyclisme-sur-piste,poursuite-equipe-h,Silver,Unknown
Niklas Larsen, Danemark,3:42.198,cyclisme-sur-piste,poursuite-equipe-h,Silver,Unknown
Rasmus Pedersen, Danemark,3:42.198,cyclisme-sur-piste,poursuite-equipe-h,Silver,Unknown
Leigh Howard,  Australie,,cyclisme-sur-piste,poursuite-equipe-h,Bronze,Unknown
Sam Welsford,  Australie,,cyclisme-sur-piste,poursuite-equipe-h,Bronze,Unknown
Lucas Plapp,  Australie,,cyclisme-sur-piste,poursuite-equipe-h,Bronze,Unknown
Alexander Porter,  Australie,,cyclisme-sur-piste,poursuite-equipe-h,Bronze,Unknown
Kelland O'Brien,  Australie,,cyclisme-sur-piste,poursuite-equipe-h,Bronze,Unknown
Regan Gough,Nouvelle-Zélande,,cyclisme-sur-piste,poursuite-equipe-h,NA,Unknown
Jordan Kerby,Nouvelle-Zélande,,cyclisme-sur-piste,poursuite-equipe-h,NA,Unknown
Aaron Gate,Nouvelle-Zélande,,cyclisme-sur-piste,poursuite-equipe-h,NA,Unknown
Campbell Stewart,Nouvelle-Zélande,,cyclisme-sur-piste,poursuite-equipe-h,NA,Unknown
Jay Lamoureux,Canada,,cyclisme-sur-piste,poursuite-equipe-h,NA,Unknown
